,State,City,Year,Population,Violent Crime,Murder,Rape,Robbery,Assault,Property,Burglary,Larceny,MV Theft,Arson
224,TENNESSEE,NASHVILLE METROPOLITAN,2017,681186,3892,53,245,1031,2563,12431,2017,9063,1351,37
225,TEXAS,ABILENE,2017,122981,330,2,51,70,207,1803,410,1272,121,10
226,TEXAS,ALLEN,2017,101779,58,1,15,16,26,599,72,498,29,0
227,TEXAS,AMARILLO,2017,200993,704,8,92,114,490,4079,783,2843,453,26
228,TEXAS,ARLINGTON,2017,397377,1093,10,157,318,608,6234,927,4667,640,15
229,TEXAS,AUSTIN,2017,971949,1995,11,418,485,1081,15779,2268,12476,1035,45
230,TEXAS,BEAUMONT,2017,118456,649,7,45,179,418,2661,664,1828,169,19
231,TEXAS,CARROLLTON,2017,135823,81,1,19,27,34,1143,209,808,126,0
232,TEXAS,COLLEGE STATION,2017,115357,124,0,28,27,69,1157,176,928,53,0
233,TEXAS,CORPUS CHRISTI,2017,329256,1185,10,110,249,816,5849,1016,4506,327,35
234,TEXAS,DALLAS,2017,1338551,5114,82,425,2085,2522,21074,4944,12329,3801,197
235,TEXAS,DENTON,2017,136836,199,1,65,32,101,1480,224,1145,111,0
236,TEXAS,EL PASO,2017,688667,1305,13,205,189,898,5914,613,4914,387,23
237,TEXAS,FORT WORTH,2017,873069,2365,39,292,595,1439,13535,2456,9719,1360,75
238,TEXAS,FRISCO,2017,172804,81,2,23,14,42,1203,177,990,36,2
239,TEXAS,GARLAND,2017,236243,365,4,67,150,144,3664,618,2647,399,7
240,TEXAS,GRAND PRAIRIE,2017,193249,274,1,66,78,129,2395,332,1803,260,5
241,TEXAS,HOUSTON,2017,2338235,12852,128,692,4947,7085,49532,8100,35624,5808,315
242,TEXAS,IRVING,2017,242062,286,4,29,113,140,3129,520,2235,374,16
243,TEXAS,KILLEEN,2017,145912,592,10,80,149,353,2086,624,1150,312,17
244,TEXAS,LAREDO,2017,260669,440,4,55,100,281,3261,412,2748,101,27
245,TEXAS,LEAGUE CITY,2017,105351,57,2,15,13,27,930,112,779,39,3
246,TEXAS,LUBBOCK,2017,256335,1458,3,94,204,1157,6177,1231,4258,688,29
247,TEXAS,MCALLEN,2017,144162,128,4,12,34,78,1945,97,1825,23,1
248,TEXAS,MCKINNEY,2017,179934,128,1,29,35,63,1191,152,953,86,8
249,TEXAS,MESQUITE,2017,144406,304,2,38,112,152,2638,428,1758,452,3
250,TEXAS,MIDLAND,2017,138954,180,2,17,22,139,1203,179,924,100,2
251,TEXAS,ODESSA,2017,121194,445,2,37,55,351,1514,257,1138,119,3
252,TEXAS,RICHARDSON,2017,115824,99,1,17,50,31,1144,204,842,98,0
253,TEXAS,ROUND ROCK,2017,124617,79,1,18,19,41,1431,117,1282,32,3
254,TEXAS,SAN ANTONIO,2017,1520712,5419,61,599,1179,3580,37568,6002,27920,3646,98
255,TEXAS,WICHITA FALLS,2017,104706,185,1,35,55,94,1584,360,1089,135,0
256,UTAH,PROVO4,2017,117540,70,1,27,10,32,0,0,764,51,1
257,UTAH,SALT LAKE CITY,2017,194968,871,2,153,274,442,7955,957,6082,916,9
258,UTAH,WEST JORDAN,2017,115390,129,1,16,23,89,1786,167,1408,211,3
259,UTAH,WEST VALLEY,2017,137762,424,5,93,86,240,2985,414,1925,646,10
260,VIRGINIA,ALEXANDRIA,2017,158256,124,1,10,49,64,1193,82,990,121,1
261,VIRGINIA,CHESAPEAKE,2017,240119,456,7,43,96,310,2593,321,2167,105,8
262,VIRGINIA,NEWPORT NEWS ,2017,181738,430,9,48,114,259,2548,410,1923,215,19
263,VIRGINIA,NORFOLK,2017,245190,683,17,66,189,411,4384,594,3492,298,6
264,VIRGINIA,RICHMOND5,2017,226236,0,0,0,0,0,0,0,0,0,0
265,VIRGINIA,ROANOKE,2017,100027,201,8,22,30,141,2121,214,1768,139,7
266,VIRGINIA,VIRGINIA BEACH,2017,454353,340,11,64,142,123,4189,384,3608,197,28
267,WASHINGTON,BELLEVUE,2017,143703,75,0,13,28,34,2235,316,1770,149,8
268,WASHINGTON,EVERETT,2017,110040,268,3,27,75,163,2499,435,1626,438,7
269,WASHINGTON,KENT,2017,128990,230,3,37,85,105,3404,411,2349,644,12
270,WASHINGTON,RENTON,2017,102470,173,3,18,56,96,2648,328,1917,403,6
271,WASHINGTON,SEATTLE,2017,721365,2200,8,148,746,1298,18686,3837,13179,1670,78
272,WASHINGTON,SPOKANE,2017,217066,789,3,140,146,500,7902,1156,5817,929,13
273,WASHINGTON,TACOMA,2017,213504,770,4,75,183,508,5955,1052,3819,1084,32
274,WASHINGTON,VANCOUVER,2017,176884,295,6,62,60,167,2656,365,1770,521,24
275,WISCONSIN,GREEN BAY,2017,105331,211,0,39,25,147,920,139,751,30,7
276,WISCONSIN,MADISON,2017,255850,477,7,39,110,321,3243,433,2651,159,5
